,Text,Speaker,Season
1309, Hey hey! What the hell yo? I thought this was just a wake-up call!,Hank,2
1310, There you go.,Walter,1
1311, So you plan to uh ice Gonzo like...future tense?,Hank,3
1312, Gather them. And–and–and washers and nuts and bolts and screws and whatever little pieces of metal we can think of that is galvanized – it has to be galvanized – or–or solid zinc.,Walter,3
1313, I just think that we need to...discuss it a little more thats all.,Walter,1
1314, ...Do it...,Walter,3
1315, Well were set. Boys are ready. Gonna make some mad cheddar yo. [Walter looks at Jesse] Cheddar Mr. White. Fat stacks. Dead Presidents. Cash money. Were gonna own this city.,Hank,2
1316, Hey...no...no man. No...,Hank,5
1317, So who did you tell about–,Walter,1
1318, I have this coming.,Walter,4
1319, Of course. I am.,Walter,3
1320, Nothing nothing.,Walter,2
1321, [starts to head outside] Solid zinc...,Hank,4
1322, But first things first we gotta get more dealers yknow foot soldiers alright? Now theyll be working for you youre working for me and Im working for you. You follow me? Layered like nachos. Exponential growth. Thats success with a capital S.,Jesse,4
1323, How gay are you seriously?,Hank,5
1324, Remission. Not to imply Im cured. I still have cancer but theres been a significant reduction in the tumors.,Walter,4
1325, A blow fish think about it. Small in stature not swift not cunning easy prey for predators. But the blow fish has a secret weapon doesnt he? Doesnt he? What does the blow fish do Jesse? What does the blow fish do?,Walter,5
1326, At this time...$16000.,Walter,4
1327, Money! Mainly..,Jesse,1
1328, Well were set. Boys are ready. Gonna make some mad cheddar yo. [Walter looks at Jesse] Cheddar Mr. White. Fat stacks. Dead Presidents. Cash money. Were gonna own this city.,Hank,5
1329, Why?,Hank,3
1330, Rent yo. Responsibilities and what not. Ive already lost more than Ive made and I am tired of dicking around out here. [takes a sip of his beer],Hank,4
1331, No no chili P is my signature man!,Jesse,1
1332, Funyuns are awesome.,Hank,3
1333, How much?,Hank,4
1334, Thats awesome! Serious? Thats...thats...thats great man! My aunt she never...I mean yknow at your stage I didnt even think that could happen.,Jesse,4
1335, Yeah damn straight. Know why? Cause we do things my way this time or I walk! You need me more than I need you...Walt.,Jesse,3
1336, I mean two would probably work I guess yeah.,Jesse,3
1337, Who cares as long as its our competitors who believe it and not the police? -Oh my--,Walter,3
1338, Spooge? Not Mad Dog? Not Diesel? So lemme get this straight you got jacked by a guy named Spooge?,Jesse,2
1339, The game has changed yo. This is our city alright? All of it. The whole damn place. Our territory. Were staking our claim. Yo we sell when we want where we want. Were gonna be kings understand? Well Im gonna be king and you guys will be like princes or dukes or something.,Jesse,2
1340, Then make the right choice Walt. Youre not the only one it affects. What about your son? Dont you wanna see your daughter grow up? I just...,Skyler,1
1341, Yeah yeah I got a bunch of em!,Hank,2
1342, Who cares as long as its our competitors who believe it and not the police? -Oh my--,Walter,2
1343, Okay. So they got names?,Hank,3
1344, Yeah. I would waste him too yo.,Hank,4
1345, Yeah three shots or I dunno two?,Jesse,5
1346, Spooge? Not Mad Dog? Not Diesel? So lemme get this straight you got jacked by a guy named Spooge?,Jesse,4
1347, You know what? Screw this. Im walking. You can come or not. Wheres my other shoe?,Hank,4
1348, What do you mean? To like a distributor?,Hank,1
1349, Hey hey! What the hell yo? I thought this was just a wake-up call!,Hank,3
1350, Dont shoot!,Hank,4
1351, Mr. White? Are you smoking weed? Oh my God! Wait a minute is that my weed? What the hell man? Make yourself at home why dont you?,Jesse,1
1352, Yeah? Well you dont get to vote.,Jesse,4
1353, What you said in the desert I get it. What you meant. I deserve whatever happens.,Jesse,4
1354, Whats changed Jesse?,Walter,4
1355, You got the C man alright? Youre as good as checked out already okay? You should be all like sacrificial jumping on a grenade yo. Just...,Jesse,3
1356, Hey hey! What the hell yo? I thought this was just a wake-up call!,Jesse,3
1357, Uh yeah?,Hank,3
1358, This is...This is like a...a non-criminals idea of a drug meet. This is like Oh I saw this in a movie. Ooh look at me.,Hank,1
1359,,Walter,5
1360, Eighty percent.,Walter,4
1361, How much did you get for the deal?,Jesse,2
1362,,Skyler,4
1363, I have this coming.,Walter,3
1364, Thats awesome! Serious? Thats...thats...thats great man! My aunt she never...I mean yknow at your stage I didnt even think that could happen.,Hank,2
1365, Thats Backwardo. Oh wait no actually I changed it to Rewindo. Anyways he goes backwards. He can make everything go in reverse.,Hank,2
1366, You got the C man alright? Youre as good as checked out already okay? You should be all like sacrificial jumping on a grenade yo. Just...,Hank,2
1367, Adjusting for inflation – good state college – adjusting for inflation say $45000 a year two kids four years of college...$360000. Remaining mortgage on the home $107000. Home equity line $30000 thats $137000. Cost of living food clothing utilities – say two grand a month? I mean that should put a dent in it anyway. 24K a year provides for say ten years. Thats $240000 plus 360 plus 137...737. $737000 thats what I need. That is what I need. You and I both clear about 70 grand a week. Thats only ten and a half more weeks. Call it eleven. Eleven more drug deals and always in a public place from now on. Its doable. Definitely doable.,Walter,3
1368, No.,Walter,4
1369,,Hank,3
1370, Whatever it is Im afraid to know.,Skyler,3
1371, Since when?,Walter,2
1372, Okay now we...I mean what do we...Oh! Hey I almost forgot. [Jesse hands Walter a paper bag filled with money] So how do you want to...yknow...proceed in light of this kickass news?,Jesse,3
1373, No thanks for caring.,Hank,5
1374, Funyuns are awesome.,Jesse,4
1375, You wanna know how much Ive got left? After completing my first round of treatment and financing the worlds most expensive alibi? Zero. Zip. Nothing.,Walter,2
1376,,Hank,2
1377, Damn...,Hank,5
1378, Yo Im really sorry okay?,Hank,3
1379, Oh cmon this is bullshit! I mean look at this dude alright? He doesnt even know what planet hes living on!,Hank,3
1380, Whatd you do huh? Shes lying there dying and where the hell are you?,Hank,2
1381, But then it got me thinking again about the all the strange behavior. Not the least of which was the disappearance. Out of my mind with worry calling hospitals checking the morgue. Your fugue state? I had to believe that didnt I? I had to find a way. I mean who would lie about such a thing?,Skyler,2
1382, What are we building?,Jesse,4
1383, Oh cmon this is bullshit! I mean look at this dude alright? He doesnt even know what planet hes living on!,Hank,5
1384, Cyber-begging thats all that is. Just rattling a little tin cup to the entire world.,Walter,3
1385, Rent yo. Responsibilities and what not. Ive already lost more than Ive made and I am tired of dicking around out here. [takes a sip of his beer],Jesse,2
1386, We tried to poison you. We tried to poison you because you are an insane degenerate piece of filth and you deserve to die.,Walter,5
1387, [laughs weakly] Something... something scientific right...,Walter,4
1388, Look I know some guys alright? I can create a network. Look we control production and distribution. That way we stay off the front lines while moving some serious glass. I mean the point here is to make money right? Sky high stacks!,Jesse,2
1389, You know what? Screw this. Im walking. You can come or not. Wheres my other shoe?,Hank,2
1390, Well were set. Boys are ready. Gonna make some mad cheddar yo. [Walter looks at Jesse] Cheddar Mr. White. Fat stacks. Dead Presidents. Cash money. Were gonna own this city.,Hank,3
1391, What?,Hank,5
1392, So you do have a plan! Yeah Mr. White! Yeah science!,Jesse,1
1393, Yeah damn straight. Know why? Cause we do things my way this time or I walk! You need me more than I need you...Walt.,Hank,4
1394, [kicks a toolbox toward Jesse] Brake pads!,Walter,3
1395, What? What does that even mean?,Hank,4
1396, Dude! No way!,Hank,5
1397, Im taking the baby with me. Marie will pick up Walter Jr. from school. You will have the house to yourself for two days. I want you to pack your things and leave.,Skyler,5
1398, Thats Backwardo. Oh wait no actually I changed it to Rewindo. Anyways he goes backwards. He can make everything go in reverse.,Jesse,5
1399, I deserve this.,Hank,3
1400, You know what? Screw this. Im walking. You can come or not. Wheres my other shoe?,Jesse,4
1401, More for me.,Hank,3
1402, Nothing. Im sorry I just...,Hank,2
1403, So whatre you saying? Like I shot someone with like a gun?,Hank,4
1404, Adjusting for inflation – good state college – adjusting for inflation say $45000 a year two kids four years of college...$360000. Remaining mortgage on the home $107000. Home equity line $30000 thats $137000. Cost of living food clothing utilities – say two grand a month? I mean that should put a dent in it anyway. 24K a year provides for say ten years. Thats $240000 plus 360 plus 137...737. $737000 thats what I need. That is what I need. You and I both clear about 70 grand a week. Thats only ten and a half more weeks. Call it eleven. Eleven more drug deals and always in a public place from now on. Its doable. Definitely doable.,Walter,2
1405, [kicking Tuco into the shallow pit] Whos the bitch now?!,Hank,2
1406, No please no! God please no! Oh God I dont wanna die!,Jesse,5
1407, Okay now we...I mean what do we...Oh! Hey I almost forgot. [Jesse hands Walter a paper bag filled with money] So how do you want to...yknow...proceed in light of this kickass news?,Hank,5
1408, Well take our time and stay cautious. Sell off what we have and then...well then I guess Im done.,Walter,3
1409, How significant?,Hank,4
1410, I dont even know what...,Jesse,2
1411, It was my hard work. My research. And you and Elliott made millions off it.,Walter,5
1412, Thats not how it happened.,Jesse,4
1413, That must be it!,Walter,4
1414, No please no! God please no! Oh God I dont wanna die!,Hank,2
1415, Actually its not as bad as it sounds. Its a fairly common occurrence. Easily treated. In fact the news is all good.,Walter,2
